*2020_STATIONINFO_INFOSTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*DEFINITIONS_DÉFINITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
************************************2020_STATIONINFO_INFOSTATION************************************,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPS_ID,Station_Name,Status,Location_Address,City,P/T,Postal_Code,Timezone,Latitude,Longitude,Elevation,Start_Year,End_Year,Combined_Stations,Inlet_Height,Network,SO2,CO,NO2,NO,NOX,O3,PM_25_Continuous,PM_10_Continuous,PM_2.5_RM,PM10-2.5,PM2.5_SPEC,VOC,Carbonyl,PAH,Site_Type,Urbanization,Neighbourhood,Land_Use,Scale,PC,CD,CSD,CMA/CA,AQMS_Airzone,Core_Site
Identifiant_SNPA,Nom de la station,Statut,Emplacement_Address,Ville,P/T,Code_postal,Fuseau_horaire,Latitude,Longitude,Élévation,Début_année,Fin_année,Stations_combinées,Hauteur_entrée,Réseau,SO2,CO,NO2,NO,NOX,O3,PM25_en_continu,PM10_en_continu,PM_2.5_MR,PM10-2.5,PM2.5_SPEC,COV,Carbonyle,HAP,Type_de_site,Urbanisation,Quartier,Utilisation_du_sol,Échelle,PC,CD,CSD,CMA/CA,SGQA_zones_atmosphérique,Sites_principaux
100402,KAMLOOPS BROCKLEHURST,0,1578 Tranquille Road,KAMLOOPS,BRITISH COLUMBIA,,-8,50.7025,-120.394,348,1995-01-01,2009-12-31,100401,5,N,X,X,X,X,X,X,,,,,,,,,PE,MU,P3,W,NE,Kamloops (B.C.),33. Thompson-Nicola,"Kamloops, CY 33 042",925. Kamloops. CA/AR,Southern Interior,
100403,FEDERAL BUILDING,0,FEDERAL BUILDING,KAMLOOPS,BRITISH COLUMBIA,,-8,50.67477,-120.334016,381,,,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Kamloops (B.C.),33. Thompson-Nicola,"Kamloops, CY 33 042",925. Kamloops. CA/AR,Southern Interior,
100601,400 CARMI AVE.,0,400 CARMI AVE.,PENTICTON,BRITISH COLUMBIA,V2A 3G5,-8,49.48472,-119.58333,364,1984-01-01,1987-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Penticton (B.C.),07. Okanagan-Similkameen,"Penticton 1, IRI 07 803","913. Penticton, CA/AR",Southern Interior,
100602,AIR - MOE OFFICE,0,AIR - MOE OFFICE,PENTICTON,BRITISH COLUMBIA,,-8,49.477401,-119.477367,341,,,,,N,,,,,,,,,,,,,,,RB,NU,P1,F,na,Penticton (B.C.),07. Okanagan-Similkameen,"Penticton, CY 07 041","913. Penticton, CA/AR",Southern Interior,
100701,KELOWNA COLLEGE,1,3333 COLLEGE WAY,KELOWNA,BRITISH COLUMBIA,V1Y 4X8,-8,49.862336,-119.477367,347,1987-01-01,,"100702, 100703",7,N,X,X,X,X,X,X,X,X,,,,,,,PE,LU,P5,R,MD,Kelowna (B.C.),35. Central Okanagan,"Kelowna, CY 35 010","915. Kelowna, CMA/RMR",Southern Interior,
100702,KELOWNA,0,1000 KLO ROAD,KELOWNA,BRITISH COLUMBIA,V1Y 4X8,-8,49.86222,-119.4775,349,,,100701,,N,,X,,,,,,,,,,,,,PE,LU,P4,R,na,Kelowna (B.C.),35. Central Okanagan,"Kelowna, CY 35 010","915. Kelowna, CMA/RMR",Southern Interior,
100703,KELOWNA KLO,1,1450 KLO Road,KELOWNA,BRITISH COLUMBIA,V1W 3Z4,-8,49.862119,-119.467461,,2019-01-09,,100701,,N,X,X,X,X,X,X,X,,,,,,,,PE,LU,P5,R,MD,Kelowna (B.C.),35. Central Okanagan,"Kelowna, CY 35 010","915. Kelowna, CMA/RMR",Southern Interior,
100801,KEREMEOS,0,702-4TH STREET,KEREMOS,BRITISH COLUMBIA,V0X 1N3,-8,49.20457,-119.83018,417,2008-01-01,2009-12-31,,,N,,,X,X,X,X,,,,,,,,,RB,SU,P2,R,RE,Keremeos (B.C.),07. Okanagan-Similkameen,"Keremeos, VL 07 009","913. Penticton, CA/AR",Southern Interior,
101001,ABBOTSFORD AIRPORT,0,AIRPORT,ABBOTSFORD,BRITISH COLUMBIA,,-8,49.03056,-122.37611,61,1982-01-01,1992-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P3,C,na,Abbotsford (B.C.),09. Fraser Valley,"Abbotsford, CY 09 052","932. Abbotsford-Mission, CMA/RMR",Lower Fraser Valley,
101002,MSA LIBRARY - DOWNTOWN,0,33660 SOUTH FRASER HIGHWAY,ABBOTSFORD,BRITISH COLUMBIA,,-8,49.04944,-122.2925,48,1992-01-01,1998-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Abbotsford (B.C.),09. Fraser Valley,"Abbotsford, CY 09 052","932. Abbotsford-Mission, CMA/RMR",Lower Fraser Valley,
101003,ABBOTSFORD,1,32995 BEVAN AVE.,METRO VAN - ABBOTSFORD,BRITISH COLUMBIA,V2S 4S5,-8,49.04258,-122.30982,58,1998-01-01,,,"5.9m SO2, NO2, CO, O3, NH3; 6.1m PM2.5; 6m PM10; 10.2m Tair; 3.9m Precip; 11.9m Wspd",N,X,X,X,X,X,X,X,X,,,,,,,PE,LU,P4,R,NE,Abbotsford (B.C.),09. Fraser Valley,"Abbotsford, CY 09 052","932. Abbotsford-Mission, CMA/RMR",Lower Fraser Valley,
101004,ABBOTSFORD AIRPORT,0,31790 WALMSLEY AVENUE,METRO VAN - ABBOTSFORD,BRITISH COLUMBIA,V2T 6G6,-8,49.0325,-122.35306,59,2002-01-01,2010-12-31,101005,,N,X,,X,X,X,X,X,,,,,,,,PE,LU,P4,I,na,Abbotsford (B.C.),09. Fraser Valley,"Abbotsford, CY 09 052","932. Abbotsford-Mission, CMA/RMR",Lower Fraser Valley,
101005,ABBOTSFORD AIRPORT-2,1,1073 COLUMBIA STREET,METRO VAN - ABBOTSFORD,BRITISH COLUMBIA,V2T 5X9,-8,49.021554,-122.326523,65,2012-01-01,,101004,"4.9m SO2, NO2, CO, O3, VOC, NH3; 5.1m PM2.5; 5m PM10; 6.9m Partic Speciation; 5.1m Carb; 7m Dichot PM; 10.7m Tair, RH; 3.7m Precip; 12.1m Wspd",N,X,X,X,X,X,X,X,X,X,X,X,X,X,,PE,LU,P3,A,NE,Abbotsford (B.C.),09. Fraser Valley,"Abbotsford, CY 09 052","932. Abbotsford-Mission, CMA/RMR",Lower Fraser Valley,1
101101,CHILLIWACK AIRPORT,1,46360 AIRPORT ROAD,METRO VAN-CHILLIWACK,BRITISH COLUMBIA,V2P 1A5,-8,49.155848,-121.940279,12,1982-01-01,,,"4.6m SO2, NO2, NH3, CO; 4.6m O3, VOC; 4.7m PM2.5, PM10, Carb; 12m Tair; 3.3m Precip; 12m Wspd",N,X,X,X,X,X,X,X,X,,,,X,,,PE,MU,P3,R,NE,Chilliwack (B.C.),09. Fraser Valley,"Chilliwack, CY 09 020","930. Chilliwack, CA/AR",Lower Fraser Valley,
101201,PITT MEADOWS AIRPORT,0,AIRPORT,PITT MEADOWS,BRITISH COLUMBIA,,-8,49.21278,-122.70778,4,1985-01-01,1996-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P3,I,na,Vancouver (B.C.),15. Greater Vancouver,"Coquitlam, CY 15 034","933. Vancouver, CMA/RMR",Lower Fraser Valley,
101202,PITT MEADOWS,1,18477 DEWDNY TRUNK ,METRO VAN-PITT MEADOWS,BRITISH COLUMBIA,V3Y 1Z1,-8,49.245233,-122.70889,5,1998-01-01,,,"4m SO2, NO2, O3; 4.6m PM2.5; 4.7m PM10; 9.6m Tair, RH; 3.4m Precip; 10.1m Wspd",N,X,,X,X,X,X,X,,,,,,,,PE,LU,P3,A,NE,Vancouver (B.C.),15. Greater Vancouver,"Pit Meadows, DM 15 070","933. Vancouver, CMA/RMR",Lower Fraser Valley,
101301,LANGLEY CENTRAL,1,23752 52ND AVENUE,METRO VAN-LANGLEY,BRITISH COLUMBIA,V2Z 2P3,-8,49.09561,-122.567104,88,1992-01-01,,,"4.8m SO2, NO2, CO, O3; 5m PM2.5, PM10; 12.7m Tair, RH; 3.9m Precip; 14.5m Wspd",N,X,X,X,X,X,X,X,X,,,,,,,PE,LU,P3,R,NE,Vancouver (B.C.),15. Greater Vancouver,"Langley, DM 15 001","933. Vancouver, CMA/RMR",Lower Fraser Valley,
101401,HOPE AIRPORT,1,62715 AIRPORT ROAD,METRO VAN-HOPE,BRITISH COLUMBIA,V0X 1L2,-8,49.369887,-121.49912,40,1996-01-01,,,"3.7m NO2, CO, O3; 3.8m PM2.5; 3.6m PM10; 8.7m Tair, RH; 2.6m Precip; 10.1m Wspd",N,,X,X,X,X,X,X,X,,,,,,,RB,SU,P2,F,UR,Hope (B.C.),09. Fraser Valley,"Hope, DM 09 009","930. Chilliwack, CA/AR",Lower Fraser Valley,
101501,GOLDEN EARS ELEM. SCHOOL,1,23124 118TH AVENUE,METRO VAN - MAPLE RIDGE,BRITISH COLUMBIA,V2X 2N1,-8,49.21494,-122.582057,50,1998-01-01,,,"4.1m NO2, CO, O3; 6.1m Tair; 3.5m Precip; 10.3m Wspd",N,,X,X,X,X,X,X,,,,,,,,PE,LU,P4,R,NE,Vancouver (B.C.),15. Greater Vancouver,"Maple Ridge, DM 15 075","933. Vancouver, CMA/RMR",Lower Fraser Valley,
101601,SQU GOVERNMENT BUILDING,0,38075 2ND AVENUE,SQUAMISH,BRITISH COLUMBIA,V8B 0C3,-8,49.700098,-123.154216,20,1995-01-01,2015-12-31,,,N,,,,,,X,,,,,,,,,PE,SU,P2,R,na,Squamish (B.C.),31. Squamish-Lillooet,"Squamish, DM 31 006","934. Squamish, CA/AR",Georgia Strait,
101603,SQUAMISH ELEMENTARY,1,38370 Buckley Avenue,SQUAMISH,BRITISH COLUMBIA,V8B 0A7,-8,49.70516,-123.15133,6,2015-01-01,,,4,N,X,,X,X,X,X,X,,,,,,,,PE,SU,P2,C,NE,Squamish (B.C.),31. Squamish-Lillooet,"Squamish, DM 31 006","934. Squamish, CA/AR",Georgia Strait,
101701,QUESNEL SENIOR SECONDARY,1,585 CALLANAN STREET,QUESNEL,BRITISH COLUMBIA,V2J 2V3,-8,52.981686,-122.493227,490,1995-01-01,,,5,N,X,,X,X,X,X,X,X,,,,,,,PS,SU,P2,R,NE,Quesnel (B.C.),41. Cariboo,"Quesnel, CY 41 013","952. Quesnel, CA/AR",Central Interior,
101702,QUESNEL MAPLE DRIVE,0,950 MOUNTAIN ASH ROAD,QUESNEL,BRITISH COLUMBIA,V2J 3V7,-8,52.96306,-122.45056,614,1995-01-01,2015-12-31,,5,N,,,,,,X,,,,,,,,,PE,SU,P3,R,NE,Quesnel (B.C.),41. Cariboo,"Quesnel, CY 41 013","952. Quesnel, CA/AR",Central Interior,
101703,QUESNEL PINECREST CENTRE,0,501 PINECREST ROAD,QUESNEL,BRITISH COLUMBIA,,-8,53.00417,-122.5125,524,1995-01-01,2005-12-31,,,N,,,,,,,,,,,,,,,PE,SU,P2,I,na,Quesnel (B.C.),41. Cariboo,"Quesnel, CY 41 013","952. Quesnel, CA/AR",Central Interior,
101704,CORRELIEU SCHOOL,0,CORRELIEU SCHOOL,QUESNEL,BRITISH COLUMBIA,,-8,52.9664,-122.5167,478,2000-01-01,2013-12-31,,5,N,,,,,,,X,X,,,,,,,RB,SU,P2,O,NE,Quesnel (B.C.),41. Cariboo,"Quesnel, CY 41 013","952. Quesnel, CA/AR",Central Interior,
101705,QUESNEL KINCHANT ST,0,,QUESNEL,BRITISH COLUMBIA,V2J 7J5,-8,52.97951,-122.49364,,,,,,N,X,,X,X,X,X,X,,,,,,,,PS,SU,P2,C,NE,Quesnel (B.C.),41. Cariboo,"Quesnel, CY 41 013","952. Quesnel, CA/AR",Central Interior,
101801,CRESTON PC SCHOOL,0,PRINCE CHARLES SECONDARY SCHOOL,CRESTON,BRITISH COLUMBIA,,-7,49.094406,-116.50505,607,1995-01-01,42369,,5,N,,,,,,,X,X,,,,,,,PE,SU,P2,R,NE,Creston (B.C.),03. Central Kootenay,"Creston, T 03 004",,Southern Interior,
101802,HOSPITAL,0,312 15TH AVENUE,CRESTON,BRITISH COLUMBIA,V0B 1G0,-7,49.09864,-116.51359,629,1990-01-09,22/06/1998,,,N,,,,,,,,,,,,,,,PE,SU,P2,R,na,Creston (B.C.),03. Central Kootenay,"Creston, T 03 004",,Southern Interior,
101803,CRESTON PIPER FARMS,0,CANADA/US BORDER,CRESTON,BRITISH COLUMBIA,,-7,49.01194,-116.53333,539,2005-01-01,2009-12-31,,,N,,,,,,,,,,,,,,,RB,SU,P1,A,na,Creston (B.C.),03. Central Kootenay,"Central Kootenay C, RDA 03 017",,Southern Interior,
101901,CRANBROOK PR3,0,ADJACENT TO 1333 14TH AVENUE S,CRANBROOK,BRITISH COLUMBIA,,-7,49.51,-115.75917,922,1995-01-01,36160,,,N,,,,,,,,,,,,,,,PE,SU,P3,R,na,Cranbrook (B.C.),01. East Kootenay,"Cranbrook, CY 01 022","905. Cranbrook, CA/AR",Southern Interior,
101902,SWIMMING POOL,0,SWIMMING POOL,CRANBROOK,BRITISH COLUMBIA,,-7,49.505,-115.75444,936,1988-01-02,17/02/1999,,,N,,,,,,,,,,,,,,,PE,SU,P3,R,na,Cranbrook (B.C.),01. East Kootenay,"Cranbrook, CY 01 022","905. Cranbrook, CA/AR",Southern Interior,
101903,CRANBROOK GREEN,0,17TH AVENUE NORTH,CRANBROOK,BRITISH COLUMBIA,V1C 3X5,-7,49.5117,-115.7583,914,,,,,N,,,,,,,,,,,,,,,PE,SU,P3,R,na,Cranbrook (B.C.),01. East Kootenay,"Cranbrook, CY 01 022","905. Cranbrook, CA/AR",Southern Interior,
101904,CRANBROOK MURIEL BAXTER,1,"3RD ST SOUTH, 20 AVE SOUTH",CRANBROOK,BRITISH COLUMBIA,V1C 3G1,-7,49.302582,-115.451314,941,20/08/2018,,,,N,,,X,X,X,X,X,,,,,,,,RB,NU,P2,F,RE,Cranbrook (B.C.),01. East Kootenay,"East Kootenay B, RDA 01 019",,Southern Interior,
102001,SATURNA,1,SATURNA,SATURNA,BRITISH COLUMBIA,V0N 2Y0,-8,48.78333,-123.13333,178,1991-01-01,,,3,C,,,,,,X,,,,,,X,,,RB,NU,P1,F,RE,none,17. Capital,"Southern Gulf Islands, RDA 17 029",,Georgia Strait,
102101,DOWNTOWN,0,DOWNTOWN,NANAIMO,BRITISH COLUMBIA,,-8,49.16449,-123.9373,17,,,,,N,,,,,,,,,,,,,,,T,MU,P3,R,na,Nanaimo (B.C.),21. Nanaimo,"Nanaimo, CY 21 007","938. Nanaimo, CA/AR",Georgia Strait,
102102,LABIEUX ROAD - GOVBLDG,1,2080A LABIEUX ROAD,NANAIMO,BRITISH COLUMBIA,V9T 6J9,-8,49.20083,-123.99389,121,1998-01-01,,,4,N,,,X,X,X,X,X,,,,,,,,T,MU,P3,P,NE,Nanaimo (B.C.),21. Nanaimo,"Nanaimo, CY 21 007","938. Nanaimo, CA/AR",Georgia Strait,
102103,HARMAC CEDAR WOOBANK,1,1624 WOOBANK RD,NANAIMO,BRITISH COLUMBIA,V9X 1M8,-8,49.113011,-123.848997,25,2000-01-01,,,4,N,,,,,,,X,X,,,,,,,PE,MU,P2,R,NE,Nanaimo (B.C.),21. Nanaimo,"Nanaimo River 4, IRI 21 803","938. Nanaimo, CA/AR",Georgia Strait,
102201,BUTLER PARK-TRAIL,1,1875 COLUMBIA AVE.,TRAIL,BRITISH COLUMBIA,V1R 4T8,-8,49.096218,-117.697828,422,1995-01-01,,,4,N,X,,,,,,,,,,,,,,PS,SU,P2,R,NE,Trail (B.C.),05. Kootenay Boundary,"Trail, CY 05 014",,Southern Interior,
102202,TRAIL WEST,0,TRAIL WEST,TRAIL,BRITISH COLUMBIA,,-8,49.0933,-117.6981,404,1998-01-01,2000-12-31,,,N,,,,,,,,,,,,,,,PE,SU,P2,R,na,Trail (B.C.),05. Kootenay Boundary,"Kootenay Boundary B, RDA 05 030",,Southern Interior,
102203,SECHELT TRAIL BAY MALL _Centre_,0,5575 COWRIE STREET,SECHELT,BRITISH COLUMBIA,V0N 3A0,-8,49.4719,-123.7614,15,,,,,N,,,,,,,,,,,,,,,PE,SU,P2,R,na,Sechelt (B.C.),29. Sunshine Coast,"Sechelt, DM 29 011",,Georgia Strait,
102210,COLUMBIA GARDENS AIRPORT,1, 8995 HIGHWAY 22A,TRAIL,BRITISH COLUMBIA,V1R 4W6,-8,49.046405,-117.60711,0,2017-01-01,,,,N,X,,,,,,,,,,,,,,PS,SU,P2,C,NE,Trail (B.C.),05. Kootenay Boundary,"Kootenay Boundary A, RDA 05 026",,Southern Interior,
102220,WARFIELD ELEMENTARY,1,395 SCHOFIELD HIGHWAY,TRAIL,BRITISH COLUMBIA,V1R 2G5,-8,49.0952,-117.7469,0,2017-01-01,,,,N,X,,,,,,,,,,,,,,T,SU,P2,R,,Trail (B.C.),05. Kootenay Boundary,"Warfield, VL 05 018",,Southern Interior,
102230,BIRCHBANK GOLF COURSE,1, S END ,TRAIL,BRITISH COLUMBIA,,-8,49.157855,-117.73312,0,2017-01-01,,,,N,X,,,,,,,,,,,,,,T,SU,P2,C,NE,Trail (B.C.),05. Kootenay Boundary,"Kootenay Boundary B, RDA 05 030",,Southern Interior,
102301,CRANBERRY LAKE,1,WILDLIFE SANCTUARY,POWELL RIVER,BRITISH COLUMBIA,V8A 3W9,-8,49.866905,-124.521819,209,1998-01-01,,,4,N,,,X,X,X,,,,,,,,,,PE,SU,P2,R,NE,Powell River (B.C.),27. Powell River,"Powell River B, RDA 27 012","945. Powell River, CA/AR",Georgia Strait,
102302,WILDWOOD MOTORS,0,6105 LUND ST.,POWELL RIVER,BRITISH COLUMBIA,V8A 4T1,-8,49.886894,-124.558104,136,2001-01-01,31/01/2018,,4,N,X,,,,,,X,X,,,,,,,T,SU,P2,R,NE,Powell River (B.C.),27. Powell River,"Powell River, CY 27 008","945. Powell River, CA/AR",Georgia Strait,
102303,POWELL RIVER JAMES THOMSON SCHOOL,1,6388 SUTHERLAND DRIVE,POWELL RIVER,BRITISH COLUMBIA,V8A 4W4,-8,49.889299,-124.5624,125,2009-01-01,,,,N,,,,,,,X,X,,,,,,,PE,SU,P2,R,NE,Powell River (B.C.),27. Powell River,"Powell River, CY 27 010","945. Powell River, CA/AR",Georgia Strait,
102401,SMITHERS ST JOSEPHS,0,4020 BROADWAY AVENUE,SMITHERS,BRITISH COLUMBIA,V0J 2N3,-8,54.783308,-127.177324,495,1997-01-01,2018-07-12,102402,4,N,,,X,X,X,X,X,X,,,,,,,PE,SU,P2,R,NE,Smithers (B.C.),51. Bulkley-Nechako,"Smithers, T 51 043",,Central Interior,
102402,SMITHERS MUHEIM MEMORIAL,1,,SMITHERS,BRITISH COLUMBIA,V0J 2N0,-8,54.7785,-127.168542,,16/01/2019,,102401,,N,,,X,X,X,X,X,X,,,,,,,PE,SU,P2,R,NE,Smithers (B.C.),51. Bulkley-Nechako,"Smithers, T 51 043",,Central Interior,
102501,TERRACE BC ACCESS CENTRE,0,104 - 3220 EBY STREET,TERRACE,BRITISH COLUMBIA,V8G 5K8,-8,54.51828,-128.59778,66,1997-01-01,2015-12-31,,5,N,,,,,,,X,,,,,,,,PE,SU,P3,R,NE,Terrace (B.C.),49. Kitimat-Stikine,"Terrace, CY 49 011","965. Terrace, CA/AR",Coastal,
102502,BC HYDRO BLDG,0,BC HYDRO BLDG,TERRACE,BRITISH COLUMBIA,,-8,54.52,-128.57,219,1995-01-10,,,,N,,,,,,,,,,,,,,,PE,SU,P3,R,na,Terrace (B.C.),49. Kitimat-Stikine,"Terrace, CY 49 011","965. Terrace, CA/AR",Coastal,
102503,TERRACE SKEENA MIDDLE SCHOOL,1,3411 MUNROE STREET,TERRACE,BRITISH COLUMBIA,V8G 3C1,-8,54.52167,-128.6075,81,2015-01-01,,,,N,X,,X,X,X,X,X,,,,,,,,PE,SU,P3,R,na,Terrace (B.C.),49. Kitimat-Stikine,"Terrace, CY 49 011","965. Terrace, CA/AR",Coastal,
102601,PORT ALBERNI TOWNSITE,0,5410 ARGYLE STREET,PORT ALBERNI,BRITISH COLUMBIA,V9Y 1T7,-8,49.23444,-124.81472,10,1997-01-01,2010-12-31,,,N,,,,,,,,X,,,,,,,PE,SU,P3,W,NE,Port Alberni (B.C.),23. Alberni-Clayoquot,"Port Alberni, CY 23 008","940. Port Alberni, CA/AR",Georgia Strait,
102602,PORT ALBERNI ELEMENTARY,1,4645 HELEN STREET,PORT ALBERNI,BRITISH COLUMBIA,V9Y 6P6,-8,49.261014,-124.806628,21,2010-01-01,,,,N,,,,,,,X,,,,,,,,T,SU,P3,R,NE,Port Alberni (B.C.),23. Alberni-Clayoquot,"Port Alberni, CY 23 039","940. Port Alberni, CA/AR",Georgia Strait,
102701,WILLIAMS LAKE COLUMNEETZA SCHOOL,1,1045 WESTERN AVENUE,WILLIAMS LAKE,BRITISH COLUMBIA,V2G 2J8,-8,52.14428,-122.150391,631,1992-01-01,,,4,N,X,,X,X,X,X,X,X,,,,,,,PE,SU,P3,R,NE,Williams Lake (B.C.),41. Cariboo,"Williams Lake, CY 41 009","950. Williams Lake, CA/AR",Central Interior,
102702,SKYLINE SCHOOL,0,SKYLINE SCHOOL,WILLIAMS LAKE,BRITISH COLUMBIA,,-8,52.1161,-122.132,587,2001-01-01,2007-12-31,,,N,,,,,,,,,,,,,,,PE,SU,P3,R,na,Williams Lake (B.C.),41. Cariboo,"Williams Lake, CY 41 010","950. Williams Lake, CA/AR",Central Interior,
102703,FIREHALL,0,FIREHALL,WILLIAMS LAKE,BRITISH COLUMBIA,,-8,52.13611,-122.14054,633,1987-01-05,,,,N,,,,,,,,,,,,,,,PE,SU,P3,R,na,Williams Lake (B.C.),41. Cariboo,"Williams Lake, CY 41 009","950. Williams Lake, CA/AR",Central Interior,
102704,WATER TOWER,0,WATER TOWER,WILLIAMS LAKE,BRITISH COLUMBIA,,-8,52.1572,-122.155,668,1995-01-11,,,,N,,,,,,,,,,,,,,,PE,SU,P2,R,na,Williams Lake (B.C.),41. Cariboo,"Williams Lake, CY 41 009","950. Williams Lake, CA/AR",Central Interior,
102705,168 MILE ROAD,0,168 MILE ROAD,WILLIAMS LAKE,BRITISH COLUMBIA,,-8,52.168,-122.1567,725,1999-01-01,,,,N,,,,,,,,,,,,,,,PE,SU,P2,R,na,Williams Lake (B.C.),41. Cariboo,"Williams Lake, CY 41 009","950. Williams Lake, CA/AR",Central Interior,
102706,WILLIAMS LAKE CRD LIBRARY,0,180 NORTH 3RD AVE,WILLIAMS LAKE,BRITISH COLUMBIA,V2G 2A4,-8,52.13083,-122.14222,609,2002-01-01,2014-12-31,,3,N,,,,,,X,X,,,,,,,,PE,SU,P3,R,NE,Williams Lake (B.C.),41. Cariboo,"Williams Lake, CY 41 009","950. Williams Lake, CA/AR",Central Interior,
102801,ELK FALLS DOGWOOD,1,ADJACENT TO 660 WESTMERE,CAMPBELL RIVER,BRITISH COLUMBIA,V9W 2Y6,-8,50.018425,-125.24844,63,1995-01-01,,,5,N,,,,,,,X,,,,,,,,PE,MU,P3,R,NE,Campbell River (B.C.),25. Comox-Strathcona,"Campbell River, CY 25 034","944. Campbell River, CA/AR",Georgia Strait,
102802,TYEE SPIT,0,3174 TYEE SPIT ROAD,CAMPBELL RIVER,BRITISH COLUMBIA,,-8,50.04789,-125.25476,7,1998-01-01,2009-12-31,,5,N,,,,,,,,,,,,,,,PE,MU,P2,W,NE,Campbell River (B.C.),25. Comox-Strathcona,"Campbell River, CY 25 034","944. Campbell River, CA/AR",Georgia Strait,
102901,B.C. ACCESS CENTER,0,B.C. ACCESS CENTER,100 MILE HOUSE,BRITISH COLUMBIA,,-8,51.6461,-121.2937,924,1993-01-03,,,,N,,,,,,,,,,,,,,,RB,NU,P2,I,na,One Hundred Mile House (B.C.),41. Cariboo,"One Hundred Mile House, DM 41 005",,Central Interior,
103001,JOHNSON LAKE,0,JOHNSON LAKE,SKOOKUMCHUCK,BRITISH COLUMBIA,,-7,49.91667,-115.73333,837,1990-01-04,,,,N,,,,,,,,,,,,,,,RB,NU,P1,O,na,none,01. East Kootenay,"East Kootenay E, RDA 01 037",,Southern Interior,
103101,FOREST SERVICE COMPOUND,0,FOREST SERVICE COMPOUND,INVERMERE,BRITISH COLUMBIA,,-7,50.5087,-116.029,839,1994-01-03,,,,N,,,,,,,,,,,,,,,PE,SU,P2,R,na,Invermere (B.C.),01. East Kootenay,"Invermere, DM 01 039",,Southern Interior,
103102,RADIUM PM10,0,RADIUM PM10,INVERMERE,BRITISH COLUMBIA,V0A 1K0,-7,50.3711,-116.0433,1638,,,,,N,,,,,,,,,,,,,,,RB,SU,P1,F,na,Invermere (B.C.),01. East Kootenay,"Invermere, DM 01 039",,Southern Interior,
103201,LADY GREY SCHOOL,0,LADY GREY SCHOOL,GOLDEN,BRITISH COLUMBIA,V0A 1H0,-7,51.29744,-116.96815,790,1992-01-01,,,,N,,,,,,,,,,,,,,,PE,SU,P2,R,na,Golden (B.C.),39. Columbia-Shuswap,"Golden, T 39 007",,Southern Interior,
103202,GOLDEN HOSPITAL HELIPAD,1,835 9TH AVENUE SOUTH ,GOLDEN,BRITISH COLUMBIA,V0A 1H0,-7,51.297497,-116.966853,791,1999-01-01,,,2,N,,,,,,,X,X,,,,,,,PE,SU,P2,R,NE,Golden (B.C.),39. Columbia-Shuswap,"Golden, T 39 007",,Southern Interior,
103203,Golden CPR,0,CPR YARD,GOLDEN,BRITISH COLUMBIA,,-7,51.27,-116.93083,789,2005-01-01,2009-12-31,,,N,,,,,,,,,,,,,,,RB,SU,P2,O,na,Golden (B.C.),39. Columbia-Shuswap,"Golden, T 39 007",,Southern Interior,
103204,Golden Golf Course,0,576 GOLD COURSE ROAD,GOLDEN,BRITISH COLUMBIA,,-7,51.3325,-117.00667,786,2005-01-01,2006-12-31,,,N,,,,,,,,,,,,,,,PE,SU,P2,C,na,Golden (B.C.),39. Columbia-Shuswap,"Golden, T 39 007",,Southern Interior,
103205,Golden Townsite,0,835 9TH AVENUE SOUTH,GOLDEN,BRITISH COLUMBIA,,-7,51.2958,-116.972,788,2005-01-01,2007-12-31,,,N,,X,X,X,X,,,,,,,,,,PE,SU,P2,R,na,Golden (B.C.),39. Columbia-Shuswap,"Golden, T 39 007",,Southern Interior,
103301,GOVERNMENT BUILDING,0,GOVERNMENT BUILDING,NELSON,BRITISH COLUMBIA,,-8,49.4928,-117.295,551,1990-01-04,1990-01-01,,,N,,,,,,,,,,,,,,,T,SU,P3,R,na,Nelson (B.C.),03. Central Kootenay,"Nelson, CY 03 015","907. Nelson, CA/AR",Southern Interior,
103302,NELSON KUTENAI PLACE,0,333 VICTORIA STREET,NELSON,BRITISH COLUMBIA,,-8,49.49055,-117.295381,562,2005-01-01,2015-12-31,,5,N,,,,,,X,X,,,,,,,,PE,SU,P3,R,NE,Nelson (B.C.),03. Central Kootenay,"Nelson, CY 03 015","907. Nelson, CA/AR",Southern Interior,
103401,FIREHALL,0,FIREHALL,REVELSTOKE,BRITISH COLUMBIA,,-8,50.9979,-118.2,156,1992-01-12,,,,N,,,,,,,,,,,,,,,PE,SU,P2,R,na,Revelstoke (B.C.),39. Columbia-Shuswap,"Revelstroke, CY 39 019",,Southern Interior,
103402,REVELSTOKE MT BEGBIE SCHOOL,0,414 DOWNIE STREET,REVELSTOKE,BRITISH COLUMBIA,,-8,50.9918,-118.188133,445,2002-01-01,2012-12-31,,4,N,,,,,,,,,,,,,,,PE,SU,P2,R,NE,Revelstoke (B.C.),39. Columbia-Shuswap,"Revelstoke, CY 39 019",,Southern Interior,
