*2020_STATIONINFO_INFOSTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*DEFINITIONS_DÉFINITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
************************************2020_STATIONINFO_INFOSTATION************************************,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPS_ID,Station_Name,Status,Location_Address,City,P/T,Postal_Code,Timezone,Latitude,Longitude,Elevation,Start_Year,End_Year,Combined_Stations,Inlet_Height,Network,SO2,CO,NO2,NO,NOX,O3,PM_25_Continuous,PM_10_Continuous,PM_2.5_RM,PM10-2.5,PM2.5_SPEC,VOC,Carbonyl,PAH,Site_Type,Urbanization,Neighbourhood,Land_Use,Scale,PC,CD,CSD,CMA/CA,AQMS_Airzone,Core_Site
Identifiant_SNPA,Nom de la station,Statut,Emplacement_Address,Ville,P/T,Code_postal,Fuseau_horaire,Latitude,Longitude,Élévation,Début_année,Fin_année,Stations_combinées,Hauteur_entrée,Réseau,SO2,CO,NO2,NO,NOX,O3,PM25_en_continu,PM10_en_continu,PM_2.5_MR,PM10-2.5,PM2.5_SPEC,COV,Carbonyle,HAP,Type_de_site,Urbanisation,Quartier,Utilisation_du_sol,Échelle,PC,CD,CSD,CMA/CA,SGQA_zones_atmosphérique,Sites_principaux
60202,CITY HALL,0,444 WINDSOR AVE.,WINDSOR,ONTARIO,,-5,42.3175,-83.03556,174,1974-01-01,31/12/1990,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Windsor (ON.),35. Essex,"Windsor, CY 37 039","559. Windsor, CMA/RMR",Zone 2 - Southern,
60203,TECUMSEH WATER WORKS,0,9725 RIVERSIDE DR. EAST,WINDSOR,ONTARIO,N8P 1A2,-5,42.33806,-82.92722,175,1999-01-01,2000-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Windsor (ON.),35. Essex,"Windsor, CY 37 039","559. Windsor, CMA/RMR",Zone 2 - Southern,
60204,WINDSOR DOWNTOWN,1,467 UNIVERSITY AVE. WEST,WINDSOR,ONTARIO,N9A 5R2,-5,42.315778,-83.043667,176,1974-01-01,,,8,N,X,X,X,X,X,X,X,,,,,,,,T,LU,P4,R,NE,Windsor (ON.),37. Essex,"Windsor, CY 37 039","559. Windsor, CMA/RMR",Zone 2 - Southern,
60206,3120 DOUGALL AVENUE,0,3120 DOUGALL AVENUE,WINDSOR,ONTARIO,N9E 1S7,-5,42.27095,-83.01255,188,1974-01-02,31/07/1976,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Windsor (ON.),37. Essex,"Windsor, CY 37 039","559. Windsor, CMA/RMR",Zone 2 - Southern,
60209,E.C. ROWE & JEFFERSON,0,E.C. ROWE & JEFFERSON,WINDSOR,ONTARIO,,-5,42.2904,-82.93912,183,1974-01-01,30/11/1977,,,N,,,,,,,,,,,,,,,PE,LU,P3,I,na,Windsor (ON.),37. Essex,"Windsor, CY 37 039","559. Windsor, CMA/RMR",Zone 2 - Southern,
60211,WINDSOR WEST,1,COLLEGE & SOUTH ST. / 928 SOUTH ST.,WINDSOR,ONTARIO,N9C 2X3,-5,42.292889,-83.073139,180,1975-01-01,,,4,N,X,,X,X,X,X,X,,X,X,X,X,X,X,T,LU,P3,R,NE,Windsor (ON.),37. Essex,"Windsor, CY 37 040","559. Windsor, CMA/RMR",Zone 2 - Southern,1
60212,WRIGHT & WATER ST.,0,WRIGHT & WATER ST.,WINDSOR,ONTARIO,,-5,42.27583,-83.09667,173,1985-01-01,2000-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P3,I,na,Windsor (ON.),37. Essex,"Windsor, CY 37 040","559. Windsor, CMA/RMR",Zone 2 - Southern,
60213,FILTRATION PLANT,0,3665 WYANDOTTE ST. E.,WINDSOR,ONTARIO,,-5,42.32462,-82.99242,175,2000-01-01,,,,N,,,,,,,,,,,,,,,PE,LU,P4,I,na,Windsor (ON.),37. Essex,"Windsor, CY 37 040","559. Windsor, CMA/RMR",Zone 2 - Southern,
60214,ST. GABRIEL S.S.,0,1400 ROSELAWN,WINDSOR,ONTARIO,N9E 1L8,-5,42.25696,-83.0213,183,2000-01-01,,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Windsor (ON.),37. Essex,"Windsor, CY 37 040","559. Windsor, CMA/RMR",Zone 2 - Southern,
60215,ST. ALEXANDER S.S.,0,5305 ADSTOLL,WINDSOR,ONTARIO,N8T 1G9,-5,42.3,-82.95,183,2000-01-01,,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Windsor (ON.),37. Essex,"Windsor, CY 37 040","559. Windsor, CMA/RMR",Zone 2 - Southern,
60216,ST. GREGORY S.S.,0,13765 ST. GREGORY ROAD,WINDSOR,ONTARIO,N8N 1K3,-5,42.31667,-82.85,176,2000-01-01,,,,N,,,,,,,,,,,,,,,PE,LU,P3,P,na,Windsor (ON.),37. Essex,"Windsor, CY 37 048","559. Windsor, CMA/RMR",Zone 2 - Southern,
60301,QUEEN'S UNIVERSITY,0,QUEEN'S UNIVERSITY,KINGSTON,ONTARIO,,-5,44.22611,-76.49722,87,1974-01-01,31/07/1982,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Kingston (ON.),35. Frontenac,"Kingston, CY 10 010","521. Kingston, CMA/RMR",Zone 2 - Southern,
60302,KINGSTON,0,133 DALTON AVENUE,KINGSTON,ONTARIO,K7L 4X6,-5,44.23067,-76.50883,82,1976-01-01,2005-12-31,60303,,N,,,,,,X,X,,,,,,,,PE,LU,P4,R,na,Kingston (ON.),35. Frontenac,"Kingston, CY 10 010","521. Kingston, CMA/RMR",Zone 2 - Southern,
60303,KINGSTON _2,0,752 KING ST. WEST,KINGSTON,ONTARIO,K7L 4X3,-5,44.220081,-76.52141,101,2007-01-01,2013-12-31,60304,,N,,,X,X,X,X,X,,,,,,,,PE,LU,P3,R,NE,Kingston (ON.),10. Frontenac,"Kinston, CY 10 010","521. Kingston, CMA/RMR",Zone 2 - Southern,
60304,KINGSTON_3,1,Near 23 Beechgrove lane,KINGSTON,ONTARIO,K7M 9A6,-5,44.21987,-76.52113,84,2013-01-01,,"6,030,260,303",5,N,,,X,X,X,X,X,,,,,,,,PE,LU,P3,R,NE,Kingston (ON.),10. Frontenac,"Kinston, CY 10 010","521. Kingston, CMA/RMR",Zone 2 - Southern,
60401,67 COLLEGE STREET,0,67 COLLEGE STREET,TORONTO,ONTARIO,M5G 2M1,-5,43.66028,-79.3875,102,1974-01-01,1981-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60402,ONTARIO SCIENCE CENTRE,0,770 DON MILLS RD. SC. CTR.,TORONTO,ONTARIO,M3C 1T3,-5,43.715,-79.34111,105,1974-01-01,1992-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,P,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60403,EVANS & ARNOLD,0,EVANS & ARNOLD AVE.,TORONTO,ONTARIO,,-5,43.61917,-79.51833,101,1974-01-01,2001-12-31,"60429, 60435",,N,,,,,,,,,,,,,,,PE,LU,P5,I,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60404,5126 YONGE STREET,0,5126 YONGE STREET,TORONTO,ONTARIO,,-5,43.76361,-79.41611,181,1974-01-01,30/06/1985,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60405,JOHN STREET PUMP STATION,0,JOHN STREET PUMP STATION,TORONTO,ONTARIO,,-5,43.63639,-79.3925,76,1974-01-01,31/08/1985,,,N,,,,,,,,,,,,,,,PE,LU,P6,W,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60406,ROSEHILL RESERVOIR,0,ROSEHILL RESERVOIR,TORONTO,ONTARIO,,-5,43.68444,-79.39111,134,1974-01-01,31/12/1987,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60408,DANFORTH & ROBINSON,0,DANFORTH & ROBINSON,TORONTO,ONTARIO,,-5,43.69306,-79.27889,126,1974-01-01,31/12/1987,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60409,REDLAND CRESCENT,0,REDLAND CRESCENT,TORONTO,ONTARIO,,-5,43.70917,-79.2375,143,1976-01-01,1992-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P5,P,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60410,TORONTO EAST,1,LAWRENCE & KENNEDY,TORONTO,ONTARIO,M1P 2K5,-5,43.74792,-79.27406,168,1974-01-01,,"RSA COMBO: 60410, 60421, 60430, 60433",4,N,,,X,X,X,X,X,,,,,,,,T,LU,P6,I,MD,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60411,PHARMACY & HWY 401,0,PHARMACY & HWY 401,TORONTO,ONTARIO,,-5,43.76902,-79.31463,172,1974-01-01,1978-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60412,BATHURST & WILSON,0,BATHURST & WILSON,TORONTO,ONTARIO,,-5,43.73583,-79.43667,181,1976-01-01,1985-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60413,CENTENNIAL PARK _ETOBICOKE WEST_,0,ELMCREST ROAD,TORONTO,ONTARIO,,-5,43.64852,-79.59138,137,1976-01-01,2010-12-31,,5,N,,,X,X,X,X,X,,X,,,,,,PE,LU,P5,P,NE,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60414,SHERBOURNE & WILTON ST.,0,SHERBOURNE & WILTON ST.,TORONTO,ONTARIO,,-5,43.6475,-79.36778,78,1977-01-01,1986-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60415,MISSISSAGUA HOSPITAL _Mississauga_,0,QUEENSWAY W & HURONTARIO,MISSISSAUGUA,ONTARIO,,-5,43.56862,-79.61058,98,1978-01-01,2004-12-31,"60432, 60434",,N,X,X,X,X,X,X,X,,,,,,,,PE,LU,P6,R,na,Mississauga (ON.),21. Toronto,"Mississauga, CY 21 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60416,381 YONGE STREET,0,381 YONGE STREET,TORONTO,ONTARIO,M5B 1S1,-5,43.66667,-79.38333,111,1979-01-01,1994-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60417,26 BREADALBANE STREET,0,26 BREADALBANE STREET,TORONTO,ONTARIO,,-5,43.66083,-79.38583,102,1981-01-01,1990-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60418,JUNCTION TRIANGLE,0,RUSKIN & PERTH ST.,TORONTO,ONTARIO,,-5,43.662933,-79.451538,119,1981-01-01,1994-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60419,CN TOWER,0,CN TOWER,TORONTO,ONTARIO,,-5,43.65,-79.38333,108,1985-01-01,1995-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60420,LEASIDE HYDRO STATION,0,LEASIDE HYDRO STATION,TORONTO,ONTARIO,,-5,43.7,-79.35,90,1988-01-01,1993-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,P,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60421,TORONTO NORTH,0,YONGE ST. & HENDON AVE.,TORONTO,ONTARIO,,-5,43.781584,-79.41773,190,1988-01-01,2016-12-31,"RSA COMBO: 60410, 60421, 60430, 60433",5,N,,,X,X,X,X,X,,,,,,,,T,LU,P6,R,MD,Toronto (ON.),20. Toronto,"Toronto, C 20 006","535. Toronto, CMA/RMR",Zone 2 - Southern,
60422,33 EDGAR AVE.,0,33 EDGAR AVE.,TORONTO,ONTARIO,M9M 2J2,-5,43.71667,-79.53333,135,1988-01-01,1993-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60423,CLEARVIEW HEIGHTS,0,CLEARVIEW HEIGHTS,TORONTO,ONTARIO,,-5,43.7,-79.48333,129,1988-01-01,2000-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60424,BAY & WELLESLEY _Toronto Downtown_,0,BAY & WELLESLEY,TORONTO,ONTARIO,,-5,43.66297,-79.38811,115,1990-01-01,2002-12-31,60433,,N,X,X,X,X,X,X,X,,,,,,,,T,LU,P6,R,MD,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60425,QUEEN & UNIVERSITY,0,QUEEN & UNIVERSITY,TORONTO,ONTARIO,,-5,43.65028,-79.38694,90,1995-01-01,1997-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60426,CLARKSON REFINERY,0,"MEADOW PK, APPLE LANE C C",TORONTO,ONTARIO,,-5,43.5075,-79.608333,77,1995-01-04,,,,N,,,,,,,,,,,,,,,PE,LU,P3,I,na,Toronto (ON.),20. Peel,"Toronto, B 21 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60427,GAGE INSTITUTE,0,223 COLLEGE STREET,TORONTO,ONTARIO,M5T 1R4,-5,43.658222,-79.397183,122,,2014-06-01,60439,,N,,,,,,,,,X,X,X,,,X,T,LU,P6,R,MD,Toronto (ON.),20. Toronto,"Toronto, C 20 007","535. Toronto, CMA/RMR",Zone 2 - Southern,
60428,BRAMPTON _BRAMPTON_,0,525 MAIN ST. N./ PEEL MANOR,BRAMPTON,ONTARIO,L6X 1N9,-5,43.69875,-79.78092,229,2000-01-01,2016-11-01,60450,5,N,,,X,X,X,X,X,,,,,,,,PE,LU,P6,R,NE,Toronto (ON.),21. Peel,"Brampton, CY 21 010","535. Toronto, CMA/RMR",Zone 2 - Southern,
60429,JUDSON ST. & ETONA CT. _ETOBICOKE_ (moved to kipling),0,1 ETONA COURT,TORONTO,ONTARIO,M8Z 1A4,-5,43.613587,-79.507537,90,2001-01-01,2012-12-31,"60403, 60435",,N,,,X,X,X,X,X,,,,,,,,PE,LU,P5,I,na,Toronto (ON.),20. Toronto,"Toronto, C 20 007","535. Toronto, CMA/RMR",Zone 2 - Southern,
60430,TORONTO WEST-125 RESOURCES RD,1,125 RESOURCES ROAD,TORONTO,ONTARIO,M9P 3V6,-5,43.709444,-79.5435,141,2000-01-01,,"RSA COMBO: 60410, 60421, 60430, 60433",8,N,X,X,X,X,X,X,X,,X,,,,,X,PE,LU,P6,C,MD,Toronto (ON.),20. Toronto,"Toronto, C 20 008","535. Toronto, CMA/RMR",Zone 2 - Southern,2
60431,MSC_DOWNSVIEW,0,4905 DUFFERIN STREET,TORONTO,ONTARIO,M3H 5T4,-5,43.78111,-79.46833,183,,,,,N,,,,,,X,,,,,,,,,PE,LU,P6,I,na,Toronto (ON.),20. Toronto,"Toronto, C 20 009","535. Toronto, CMA/RMR",Zone 2 - Southern,
60432,FRANK MCKECHNIE COMMERCIAL CENTRE _Mississauga_,0,310 BRISTOL ROAD E.,MISSISSAUGA,ONTARIO,L4Z 3V5,-5,43.61583,-79.6525,165,2004-01-01,2007-12-31,"6,041,560,434",,N,,,,,,X,X,,,,,,,,PE,LU,P6,R,na,Mississauga (ON.),21. Peel,"Mississauga, CY 21 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60433,BAY & WELLESLEY _Toronto Downtown,0,BAY/WELLESEY ST.,TORONTO,ONTARIO,M5S 3L6,-5,43.66417,-79.38722,105,2003-01-01,29/04/2019,"60424, 60439, 60445 RSA COMBO: 60410, 60421, 60430, 60433",10,N,,,X,X,X,X,X,,,,,,,,T,LU,P6,R,MD,Toronto (ON.),20. Toronto,"Toronto, C 20 009","535. Toronto, CMA/RMR",Zone 2 - Southern,
60434,MISSISSAUGA,1,3359 MISSISSAUGA ROAD,MISSISSAUGA,ONTARIO,M3H 5T4,-5,43.54697,-79.65869,105,2008-01-01,,"60415, 60432",5,N,,,X,X,X,X,X,,,,,,,,PE,LU,P5,C,NE,Toronto (ON.),21. Peel,"Mississauga, CY 21 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60435,ETOBICOKE SOUTH-2,1,461 KIPLING AVENUE,TORONTO,ONTARIO,M8Z 5E7,-5,43.610761,-79.52194,92,2010-01-01,,"60403, 60429",,N,,,X,X,X,X,X,,,,,,,,PS,LU,P5,I,MD,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60436,BACKGROUND - HANLAN POINT,0,,TORONTO,ONTARIO,,-5,43.612178,-79.388691,74,,,,,N,X,X,X,X,X,X,X,,,,,,,,PE,LU,P4,W,NE,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60438,ROADSIDE - 401W-TORONTO,1,401W - 125 RESOURCES RD. ,TORONTO,ONTARIO,M9P 3V6,-5,43.711106,-79.543425,139,2015-06-08,,,,N,X,X,X,X,X,X,X,,X,X,X,X,X,X,T,LU,P6,C,MD,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,1
60439,ROADSIDE - WALLBERG (UofT),0,200 College Street,TORONTO,ONTARIO,M5S 3E5,-5,43.659018,-79.395385,63,,20/06/2019,"60427, 60433, 60445",,N,X,X,X,X,X,X,X,,,,,,,,PS,LU,P6,C,MI,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60440,TORONTO NORTH - DOWNSVIEW,1,4905 Dufferin Street,TORONTO,ONTARIO,M3H 5T4,-5,43.78042,-79.46752,,2017-01-01,,,,N,X,X,X,X,X,X,X,,X,X,X,X,,X,PE,LU,P6,I,NE,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60445,TORONTO DOWNTOWN,1,55 JOHN STREET,TORONTO,ONTARIO,M5V 3C6,-5,43.64543,-79.38908,85,21/06/2019,,"60433, 60439",3,N,,,X,X,X,X,X,,,,,,,,T,LU,P6,C,UR,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60450,BRAMPTON,1,109 McLaughlin Rd. S.,BRAMPTON,ONTARIO,L6Y 2C8,-5,43.669567,-79.76567,217,2017-01-01,,60428,,N,,,X,X,X,X,X,,,,,,,,PE,LU,P5,C,na,Toronto (ON.),20. Toronto,"Toronto, C 20 005","535. Toronto, CMA/RMR",Zone 2 - Southern,
60501,WOODLANDS PARK,0,BARTON & WENTWORTH,HAMILTON,ONTARIO,,-5,43.25917,-79.84389,83,1974-01-01,2000-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60502,BURLINGTON & GAGE,0,BURLINGTON & GAGE,HAMILTON,ONTARIO,,-5,43.26306,-79.82361,78,1974-01-01,31/12/1990,,,N,,,,,,,,,,,,,,,PE,LU,P5,I,na,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60503,CHATHAM & FRID,0,CHATHAM & FRID,HAMILTON,ONTARIO,,-5,43.26306,-79.89389,89,1979-01-07,31/12/1989,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60505,NORTH PARK,0,NORTH PARK,HAMILTON,ONTARIO,,-5,43.28222,-79.78833,74,1974-01-01,1984-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P2,R,na,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60507,HUGHSON & HUNTER,0,HUGHSON & HUNTER,HAMILTON,ONTARIO,,-5,43.25361,-79.86944,100,1974-01-01,31/12/1990,,,N,,,,,,,,,,,,,,,PE,LU,P6,R,na,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60510,STRATHEARN,0,STRATHEARN,HAMILTON,ONTARIO,,-5,43.26389,-79.78556,74,1974-01-01,31/12/1983,,,N,,,,,,,,,,,,,,,PE,LU,P3,I,na,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60511,467 BEACH BLVD.,0,467 BEACH BLVD.,HAMILTON,ONTARIO,,-5,43.275799,-79.781415,74,1984-01-01,2000-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P3,R,na,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60512,BEASLEY PARK _HAMILTON_DOWNTOWN_,1,ELGIN & KELLY,HAMILTON,ONTARIO,L8R 3N2,-5,43.25778,-79.86167,90,1987-01-01,,,4,N,X,X,X,X,X,X,X,,X,X,X,X,,X,PS,LU,P5,R,NE,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,1
60513,HAMILTON MOUNTAIN _Hamilton Mountain_,0,VICKERS RD. & EAST 18TH. ST.,HAMILTON,ONTARIO,L9A 1Y1,-5,43.22942,-79.86278,209,1985-01-01,2018-12-31,60521,3,N,X,,X,X,X,X,X,,,,,,,,PS,LU,P6,R,NE,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60514,NASH RD. & KENTLEY DR.,0,NASH RD. & KENTLEY DR.,HAMILTON,ONTARIO,,-5,43.23333,-79.76667,84,1985-01-01,1996-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P4,R,na,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60515,MAIN ST. & HWY 403 _Hamilton West_,1,MAIN ST. & HWY 403,HAMILTON,ONTARIO,,-5,43.25744,-79.90775,96,1985-01-01,,,3,N,,,X,X,X,X,X,,,,,,,,PE,LU,P5,R,na,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60516,HARBOUR BAY FRONT,0,HILLYARD STREET,MILTON,ONTARIO,,-5,43.48333,-79.91667,319,,,,,N,,,,,,,,,,,,,,,PS,LU,P5,A,UR,none,2. Halton,"Burlington, CY 24 009","537. Hamilton, CMA/RMR",Zone 2 - Southern,
60517,CONFEDERATION PARK,0,CONFEDERATION PARK,HAMILTON,ONTARIO,,-5,43.24722,-79.75111,74,,,,,N,,,,,,,,,,,,,,,PE,LU,P4,P,na,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60518,HOMESIDE II,0,HOMESIDE II,HAMILTON,ONTARIO,L8H 5L1,-5,43.24917,-79.79472,81,2000-01-01,2000-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P4,I,na,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60519,NIAGARA & LAND STREET,0,NIAGARA & LAND STREET,HAMILTON,ONTARIO,L8L 6A7,-5,43.27,-79.84056,74,2000-01-01,2000-12-31,,,N,,,,,,,,,,,,,,,PE,LU,P5,I,na,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60520,GERTRUDE & DEPEW ST.,0,GERTRUDE & DEPEW ST.,HAMILTON,ONTARIO,,-5,43.25,-79.81667,82,2000-01-01,2001-01-01,,,N,,,,,,,,,,,,,,,PE,LU,P5,R,na,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60521,HAMILTON MOUNTAIN,1,250 FENNELL AVE W.,HAMILTON,ONTARIO,L9C 1G3,-5,43.24132,-79.88941,195,2019-01-01,,60513,3,N,X,,X,X,X,X,X,,,,,,,,PS,LU,P6,R,UR,Hamilton (ON.),25. Hamilton,"Hamilton, C 25 005","537. Hamilton, CMA/RMR",Zone 3 - Hamilton,
60602,ASH STREET,0,ASH STREET,SUDBURY,ONTARIO,P3C 4E5,-5,46.49472,-81.00778,290,1974-01-01,2000-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Sudbury (ON.),53. Greater Sudbury / Grand Sudbury,"Greater Sudbury / Grand Sudbury, C 53 005","580. Greater Sudbury / Grand Sudbury, CMA/RMR",Zone 2 - Sudbury,
60605,19 LISGAR STREET,0,19 LISGAR STREET,SUDBURY,ONTARIO,P3C 1S4,-5,46.49361,-80.99333,259,1974-01-01,31/07/1996,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Sudbury (ON.),53. Greater Sudbury / Grand Sudbury,"Greater Sudbury / Grand Sudbury, C 53 005","580. Greater Sudbury / Grand Sudbury, CMA/RMR",Zone 2 - Sudbury,
60606,KENNEDY STREET,0,KENNEDY STREET,SUDBURY,ONTARIO,P3A 2E1,-5,46.52333,-80.9425,272,1977-01-01,2000-12-31,,,N,,,,,,,,,,,,,,,PE,MU,P3,R,na,Sudbury (ON.),53. Greater Sudbury / Grand Sudbury,"Greater Sudbury / Grand Sudbury, C 53 005","580. Greater Sudbury / Grand Sudbury, CMA/RMR",Zone 2 - Sudbury,
60607,SCIENCE CENTRE NORTH _Sudbury_,0,100 RAMSEY LAKE RD.,SUDBURY,ONTARIO,P3E 5S9,-5,46.47569,-80.96294,263,1984-01-01,2004-12-31,60609,,N,X,X,X,X,X,X,,,,,,,,,PE,MU,P3,R,na,Sudbury (ON.),53. Greater Sudbury / Grand Sudbury,"Greater Sudbury / Grand Sudbury, C 53 005","580. Greater Sudbury / Grand Sudbury, CMA/RMR",Zone 2 - Sudbury,
